CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,PowerSearchQuery
पुकार बम,Pukar Bam,काठमाडौं,kathmandu,4,"("""" पुकार बम """" OR """" Pukar Bam """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
पुजन गजुरेल,Pujan Gajurel,काठमाडौं,kathmandu,4,"("""" पुजन गजुरेल """" OR """" Pujan Gajurel """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
प्रेम कुमार राई,Prem Kumar Rai,काठमाडौं,kathmandu,4,"("""" प्रेम कुमार राई """" OR """" Prem Kumar Rai """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
बरुण अमात्य,Barun Amatya,काठमाडौं,kathmandu,4,"("""" बरुण अमात्य """" OR """" Barun Amatya """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
मदन देव आचार्य,Madan Dev Acharya,काठमाडौं,kathmandu,4,"("""" मदन देव आचार्य """" OR """" Madan Dev Acharya """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
मनोज अधिकारी,Manoj Adhikari,काठमाडौं,kathmandu,4,"("""" मनोज अधिकारी """" OR """" Manoj Adhikari """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
मुस्कान पौडेल,Muskan Paudel,काठमाडौं,kathmandu,4,"("""" मुस्कान पौडेल """" OR """" Muskan Paudel """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
राजन पुरी,Rajan Puri,काठमाडौं,kathmandu,4,"("""" राजन पुरी """" OR """" Rajan Puri """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
राजन भट्टराई,Rajan Bhattarai,काठमाडौं,kathmandu,4,"("""" राजन भट्टराई """" OR """" Rajan Bhattarai """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
विनोद बाबु प्रधान,Vinod Babu Pradhan,काठमाडौं,kathmandu,4,"("""" विनोद बाबु प्रधान """" OR """" Vinod Babu Pradhan """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
श्‍याम कुमार भट्रराई खत्री,Shyam Kumar Bhatrai Khatri,काठमाडौं,kathmandu,4,"("""" श्‍याम कुमार भट्रराई खत्री """" OR """" Shyam Kumar Bhatrai Khatri """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
संजिव दर्जी,Sanjiv Darji,काठमाडौं,kathmandu,4,"("""" संजिव दर्जी """" OR """" Sanjiv Darji """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
सचिन तिमल्सेना,Sachin Timalsena,काठमाडौं,kathmandu,4,"("""" सचिन तिमल्सेना """" OR """" Sachin Timalsena """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
सिता तामाङ्ग,Sita Tamang,काठमाडौं,kathmandu,4,"("""" सिता तामाङ्ग """" OR """" Sita Tamang """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
सुरेन्द्र राज भण्डारी,Surendra Raj Bhandari,काठमाडौं,kathmandu,4,"("""" सुरेन्द्र राज भण्डारी """" OR """" Surendra Raj Bhandari """") ("""" काठमाडौं """" OR """" kathmandu 4 """") since:2025-09-05"
अमित थापा,Amit Thapa,काठमाडौं,kathmandu,5,"("""" अमित थापा """" OR """" Amit Thapa """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
अशोक विक्रम जि सी,Ashok Vikram Ji Si,काठमाडौं,kathmandu,5,"("""" अशोक विक्रम जि सी """" OR """" Ashok Vikram Ji Si """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
इश्वर पोखरेल,Ishwar Pokharel,काठमाडौं,kathmandu,5,"("""" इश्वर पोखरेल """" OR """" Ishwar Pokharel """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
कमल थापा,Kamal Thapa,काठमाडौं,kathmandu,5,"("""" कमल थापा """" OR """" Kamal Thapa """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
कल्पना शर्मा,Kalpana Sharma,काठमाडौं,kathmandu,5,"("""" कल्पना शर्मा """" OR """" Kalpana Sharma """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
कोमल  पौडेल,Komal Paudel,काठमाडौं,kathmandu,5,"("""" कोमल  पौडेल """" OR """" Komal Paudel """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
क्यामुना मिजार,Kyamuna Mijar,काठमाडौं,kathmandu,5,"("""" क्यामुना मिजार """" OR """" Kyamuna Mijar """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
ज्ञानेन्द्र प्रजापती,Gyanendra Prajapati,काठमाडौं,kathmandu,5,"("""" ज्ञानेन्द्र प्रजापती """" OR """" Gyanendra Prajapati """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
ढक बहादुर कार्की,Dhak Bahadur Karki,काठमाडौं,kathmandu,5,"("""" ढक बहादुर कार्की """" OR """" Dhak Bahadur Karki """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
दानिन्द्र जोशी,Danindra Joshi,काठमाडौं,kathmandu,5,"("""" दानिन्द्र जोशी """" OR """" Danindra Joshi """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
धर्म डंगोल,Dharm Dangol,काठमाडौं,kathmandu,5,"("""" धर्म डंगोल """" OR """" Dharm Dangol """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
निमेस खनाल,Nimes Khanal,काठमाडौं,kathmandu,5,"("""" निमेस खनाल """" OR """" Nimes Khanal """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
नीशा अधिकारी,Nisha Adhikari,काठमाडौं,kathmandu,5,"("""" नीशा अधिकारी """" OR """" Nisha Adhikari """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
प्रदीप पौडेल,Pradip Paudel,काठमाडौं,kathmandu,5,"("""" प्रदीप पौडेल """" OR """" Pradip Paudel """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
प्रभा श्रेष्‍ठ,Prabha Shrestha,काठमाडौं,kathmandu,5,"("""" प्रभा श्रेष्‍ठ """" OR """" Prabha Shrestha """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
बसन्त राज कुँवर,Basanta Raj Kunwar,काठमाडौं,kathmandu,5,"("""" बसन्त राज कुँवर """" OR """" Basanta Raj Kunwar """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
मिरा गुरुङ,Mira Gurung,काठमाडौं,kathmandu,5,"("""" मिरा गुरुङ """" OR """" Mira Gurung """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
युवराज काफ्ले,Yuvraj Kaphle,काठमाडौं,kathmandu,5,"("""" युवराज काफ्ले """" OR """" Yuvraj Kaphle """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
रमिता सापकोटा,Ramita Sapkota,काठमाडौं,kathmandu,5,"("""" रमिता सापकोटा """" OR """" Ramita Sapkota """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
रमेश तामाङ,Ramesh Tamang,काठमाडौं,kathmandu,5,"("""" रमेश तामाङ """" OR """" Ramesh Tamang """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
विष्‍णु श्रेष्‍ठ,Vishnu Shrestha,काठमाडौं,kathmandu,5,"("""" विष्‍णु श्रेष्‍ठ """" OR """" Vishnu Shrestha """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
शाेभा लाल श्रेष्ठ,Shobha Lal Shrestha,काठमाडौं,kathmandu,5,"("""" शाेभा लाल श्रेष्ठ """" OR """" Shobha Lal Shrestha """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
श्रीराम गुरुङ,Shriram Gurung,काठमाडौं,kathmandu,5,"("""" श्रीराम गुरुङ """" OR """" Shriram Gurung """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
सस्मित पोखरेल,Sasmit Pokharel,काठमाडौं,kathmandu,5,"("""" सस्मित पोखरेल """" OR """" Sasmit Pokharel """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
स्याम काजी सुनुवार,Syam Kaji Sunuvar,काठमाडौं,kathmandu,5,"("""" स्याम काजी सुनुवार """" OR """" Syam Kaji Sunuvar """") ("""" काठमाडौं """" OR """" kathmandu 5 """") since:2025-09-05"
अन्जु कारन्जीत (थापा),Anju Karanjit (Thapa),ललितपुर,lalitpur,3,"("""" अन्जु कारन्जीत (थापा) """" OR """" Anju Karanjit (Thapa) """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
अशोज कुमार महर्जन,Ashoj Kumar Maharjan,ललितपुर,lalitpur,3,"("""" अशोज कुमार महर्जन """" OR """" Ashoj Kumar Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
ऋतुवर्तन राई,Rituvartana Rai,ललितपुर,lalitpur,3,"("""" ऋतुवर्तन राई """" OR """" Rituvartana Rai """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
कृष्ण देवि महर्जन,Krishna Devi Maharjan,ललितपुर,lalitpur,3,"("""" कृष्ण देवि महर्जन """" OR """" Krishna Devi Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
खगेन्द्र महर्जन,Khagendra Maharjan,ललितपुर,lalitpur,3,"("""" खगेन्द्र महर्जन """" OR """" Khagendra Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
जितेन्द्र कुमार श्रेष्ठ,Jitendra Kumar Shrestha,ललितपुर,lalitpur,3,"("""" जितेन्द्र कुमार श्रेष्ठ """" OR """" Jitendra Kumar Shrestha """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
तोसीमा कार्की,Tosima Karki,ललितपुर,lalitpur,3,"("""" तोसीमा कार्की """" OR """" Tosima Karki """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
दिल कुमार महर्जन,Dil Kumar Maharjan,ललितपुर,lalitpur,3,"("""" दिल कुमार महर्जन """" OR """" Dil Kumar Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
निल गोविन्द महर्जन,Nil Govind Maharjan,ललितपुर,lalitpur,3,"("""" निल गोविन्द महर्जन """" OR """" Nil Govind Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
बिमर्श मिश्र,Bimarsha Mishra,ललितपुर,lalitpur,3,"("""" बिमर्श मिश्र """" OR """" Bimarsha Mishra """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
बिष्णु राज खड्का,Vishnu Raj Khadka,ललितपुर,lalitpur,3,"("""" बिष्णु राज खड्का """" OR """" Vishnu Raj Khadka """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
यज्ञ प्रसाद पन्त,Yagya Prasad Pant,ललितपुर,lalitpur,3,"("""" यज्ञ प्रसाद पन्त """" OR """" Yagya Prasad Pant """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
रमिला महर्जन,Ramila Maharjan,ललितपुर,lalitpur,3,"("""" रमिला महर्जन """" OR """" Ramila Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
राज काजी महर्जन,Raj Kaji Maharjan,ललितपुर,lalitpur,3,"("""" राज काजी महर्जन """" OR """" Raj Kaji Maharjan """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
राधे श्याम खड्का,Radhe Shyam Khadka,ललितपुर,lalitpur,3,"("""" राधे श्याम खड्का """" OR """" Radhe Shyam Khadka """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
रुपेस शाह,Rupesh Shah,ललितपुर,lalitpur,3,"("""" रुपेस शाह """" OR """" Rupesh Shah """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
विजय पन्त,Vijay Pant,ललितपुर,lalitpur,3,"("""" विजय पन्त """" OR """" Vijay Pant """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
श्याम बहादुर राई,Shyam Bahadur Rai,ललितपुर,lalitpur,3,"("""" श्याम बहादुर राई """" OR """" Shyam Bahadur Rai """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
सन्दन थापा मगर,Sandan Thapa Magar,ललितपुर,lalitpur,3,"("""" सन्दन थापा मगर """" OR """" Sandan Thapa Magar """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
सबिन कुमार खड्का,Sabin Kumar Khadka,ललितपुर,lalitpur,3,"("""" सबिन कुमार खड्का """" OR """" Sabin Kumar Khadka """") ("""" ललितपुर """" OR """" lalitpur 3 """") since:2025-09-05"
अजय कुमार गुप्‍ता,Ajay Kumar Gupta,रौतहट,rautahat,1,"("""" अजय कुमार गुप्‍ता """" OR """" Ajay Kumar Gupta """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
अनिल कुमार झा,Anil Kumar Jha,रौतहट,rautahat,1,"("""" अनिल कुमार झा """" OR """" Anil Kumar Jha """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
अभिषेक मिश्र,Abhishek Mishra,रौतहट,rautahat,1,"("""" अभिषेक मिश्र """" OR """" Abhishek Mishra """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
अमृता कुमारी यादव,Amrita Kumari Yadav,रौतहट,rautahat,1,"("""" अमृता कुमारी यादव """" OR """" Amrita Kumari Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
ईन्‍दु देवी गुप्‍ता,Indu Devi Gupta,रौतहट,rautahat,1,"("""" ईन्‍दु देवी गुप्‍ता """" OR """" Indu Devi Gupta """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
उमेश कुमार शाह,Umesh Kumar Shah,रौतहट,rautahat,1,"("""" उमेश कुमार शाह """" OR """" Umesh Kumar Shah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
जाजुल देवान,Jajul Dewan,रौतहट,rautahat,1,"("""" जाजुल देवान """" OR """" Jajul Dewan """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
त्रिभुवन साह,Tribhuvan Sah,रौतहट,rautahat,1,"("""" त्रिभुवन साह """" OR """" Tribhuvan Sah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
दिनेश कुमार यादव,Dinesh Kumar Yadav,रौतहट,rautahat,1,"("""" दिनेश कुमार यादव """" OR """" Dinesh Kumar Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
दिनेश राय,Dinesh Ray,रौतहट,rautahat,1,"("""" दिनेश राय """" OR """" Dinesh Ray """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
देवेन्द्र मिश्र,Devendra Mishra,रौतहट,rautahat,1,"("""" देवेन्द्र मिश्र """" OR """" Devendra Mishra """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
प्रभा कुमारी सिंह,Prabha Kumari Singh,रौतहट,rautahat,1,"("""" प्रभा कुमारी सिंह """" OR """" Prabha Kumari Singh """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
बिबेक चौधरी,Bibek Chaudhary,रौतहट,rautahat,1,"("""" बिबेक चौधरी """" OR """" Bibek Chaudhary """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
बैद्यनाथ प्रसाद चौधरी,Baidyanath Prasad Chaudhary,रौतहट,rautahat,1,"("""" बैद्यनाथ प्रसाद चौधरी """" OR """" Baidyanath Prasad Chaudhary """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
माधव कुमार नेपाल,Madhav Kumar Nepal,रौतहट,rautahat,1,"("""" माधव कुमार नेपाल """" OR """" Madhav Kumar Nepal """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
मुनिन्द्र कुमार ठाकुर,Munindra Kumar Thakur,रौतहट,rautahat,1,"("""" मुनिन्द्र कुमार ठाकुर """" OR """" Munindra Kumar Thakur """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
मृणाल कुमार शाह,Mrinal Kumar Shah,रौतहट,rautahat,1,"("""" मृणाल कुमार शाह """" OR """" Mrinal Kumar Shah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
मो तनवीर अखतर मिकरानी,Mo. Tanvir Akhtar Mikrani,रौतहट,rautahat,1,"("""" मो तनवीर अखतर मिकरानी """" OR """" Mo. Tanvir Akhtar Mikrani """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
योगेन्द्र राय यादव,Yogendra Ray Yadav,रौतहट,rautahat,1,"("""" योगेन्द्र राय यादव """" OR """" Yogendra Ray Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
रवि अर्चनम् वर्मा,Ravi Archanam Varma,रौतहट,rautahat,1,"("""" रवि अर्चनम् वर्मा """" OR """" Ravi Archanam Varma """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राजाराम मुखिया,Rajaram Mukhiya,रौतहट,rautahat,1,"("""" राजाराम मुखिया """" OR """" Rajaram Mukhiya """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राजु कुमार मुखिया,Raju Kumar Mukhiya,रौतहट,rautahat,1,"("""" राजु कुमार मुखिया """" OR """" Raju Kumar Mukhiya """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राजेश कुमार चौधरी,Rajesh Kumar Chaudhary,रौतहट,rautahat,1,"("""" राजेश कुमार चौधरी """" OR """" Rajesh Kumar Chaudhary """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राधेश्याम साह तेली,Radheshyam Sah Teli,रौतहट,rautahat,1,"("""" राधेश्याम साह तेली """" OR """" Radheshyam Sah Teli """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राम किशोर ठाकुर,Ram Kishor Thakur,रौतहट,rautahat,1,"("""" राम किशोर ठाकुर """" OR """" Ram Kishor Thakur """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राम नरेश राय  यादव,Ram Naresh Ray Yadav,रौतहट,rautahat,1,"("""" राम नरेश राय  यादव """" OR """" Ram Naresh Ray Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
राम सेवक राय,Ram Sewak Ray,रौतहट,rautahat,1,"("""" राम सेवक राय """" OR """" Ram Sewak Ray """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
रामकृत साह,Ramkrit Sah,रौतहट,rautahat,1,"("""" रामकृत साह """" OR """" Ramkrit Sah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
रामानन्द शर्मा,Ramananda Sharma,रौतहट,rautahat,1,"("""" रामानन्द शर्मा """" OR """" Ramananda Sharma """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
र‌ंजित  कुमार  पटेल,Ranjit Kumar Patel,रौतहट,rautahat,1,"("""" र‌ंजित  कुमार  पटेल """" OR """" Ranjit Kumar Patel """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
लक्ष्‍मेश्‍वर नारायण साह,Lakshmeshwar Narayan Sah,रौतहट,rautahat,1,"("""" लक्ष्‍मेश्‍वर नारायण साह """" OR """" Lakshmeshwar Narayan Sah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
शम्भु प्रसाद,Shambhu Prasad,रौतहट,rautahat,1,"("""" शम्भु प्रसाद """" OR """" Shambhu Prasad """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
श्याम वावु प्रसाद,Shyam Babu Prasad,रौतहट,rautahat,1,"("""" श्याम वावु प्रसाद """" OR """" Shyam Babu Prasad """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
श्री मदन शाह,Shri Madan Shah,रौतहट,rautahat,1,"("""" श्री मदन शाह """" OR """" Shri Madan Shah """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
संजय कुमार यादव,Sanjay Kumar Yadav,रौतहट,rautahat,1,"("""" संजय कुमार यादव """" OR """" Sanjay Kumar Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
संजय कुमार यादव,Sanjay Kumar Yadav,रौतहट,rautahat,1,"("""" संजय कुमार यादव """" OR """" Sanjay Kumar Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
संजीव कुमार यादव,Sanjiv Kumar Yadav,रौतहट,rautahat,1,"("""" संजीव कुमार यादव """" OR """" Sanjiv Kumar Yadav """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
सरोज कुमार कुशवाहा,Saroj Kumar Kushwaha,रौतहट,rautahat,1,"("""" सरोज कुमार कुशवाहा """" OR """" Saroj Kumar Kushwaha """") ("""" रौतहट """" OR """" rautahat 1 """") since:2025-09-05"
